5.000000000000000000e+01 9.996988709901384329e-01
4.000000000000000000e+01 9.993980565812103922e-01
3.000000000000000000e+01 9.986249122775026077e-01
2.000000000000000000e+01 9.960909597744437294e-01
1.000000000000000000e+01 9.822106361016237353e-01
5.000000000000000000e+00 9.419049913890413794e-01
3.000000000000000000e+00 8.914955372415069856e-01
2.000000000000000000e+00 8.453004298298093522e-01
1.000000000000000000e+00 7.696867383140407748e-01
5.000000000000000000e-01 7.078609551815214784e-01
2.999999999999999889e-01 6.707088834657973786e-01
1.000000000000000056e-01 6.009707889762466726e-01
