0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.791459016227855333e-08 0.000000000000000000e+00 1.254057576110748014e-09
2.000000000000000000e+00 1.092793982935661610e-08 1.582088074129439130e-08 1.425852481320839601e-09 2.296010948976509687e-09 1.743472647692780164e-10
3.000000000000000000e+00 4.709088645154218708e-10 2.832972687666793338e-09 5.169944036237506161e-10 1.516606098618297559e-09 7.681348562770234331e-11
4.000000000000000000e+00 5.852238399689132243e-10 1.453681615814711844e-09 1.894257164138004304e-10 3.078410225243767532e-10 3.459544165041390615e-11
5.000000000000000000e+00 5.769951084332421704e-10 7.500917341913189890e-10 5.271081937458843584e-11 1.684397523524984437e-10 5.795866412397360103e-12
6.000000000000000000e+00 1.752354066595086254e-10 1.746798011167098525e-10 1.237190952367828298e-11 5.348190754895556498e-11 3.787885940620344592e-12
7.000000000000000000e+00 7.197854539516693904e-11 1.431587707187400267e-10 1.688557445238884476e-11 4.484893290751157552e-11 1.589870380874617307e-12
8.000000000000000000e+00 4.516110596155617450e-11 9.605962301343273895e-11 1.992852480399343810e-11 1.533152792110978515e-11 6.191649320827164000e-13
9.000000000000000000e+00 3.592787350453466477e-11 3.397833176979095862e-11 1.038163508797880810e-11 1.756023287480769811e-11 6.818413728233116156e-13
1.000000000000000000e+01 1.634058532895148992e-11 2.723181689255822560e-11 4.040759283620441171e-12 9.510818532328005583e-12 3.421419391059575296e-13
1.100000000000000000e+01 5.572638111200021542e-12 1.033492149702936401e-11 3.458360116725456150e-12 8.147397945147948587e-12 2.366718352198347279e-13
1.200000000000000000e+01 7.507232565792262824e-12 1.121263110570331771e-11 4.346234266660663740e-12 6.280432413513306254e-12 1.652831140872766532e-13
1.300000000000000000e+01 9.544475924011861480e-12 1.469729810101854297e-11 2.713517068146539893e-12 2.638276255942573966e-12 1.674693667660767523e-13
1.400000000000000000e+01 3.338152373837789455e-12 8.660222757091235215e-12 3.288737756587978907e-12 3.981490802627043118e-12 1.057069163323911476e-13
1.500000000000000000e+01 3.185449529857972820e-12 5.842189199370195377e-12 1.721540690580058251e-12 2.249599763421276740e-12 1.151032116189696427e-13
1.600000000000000000e+01 4.717253860656184654e-12 8.619385063032626834e-12 6.441719704289365230e-13 1.959285463358647838e-12 5.000421528196361984e-14
1.700000000000000000e+01 3.032554489587841230e-12 5.999144976063514622e-12 7.462539535980993839e-13 1.181409258459163628e-12 5.749648545651335434e-14
1.800000000000000000e+01 1.396503123517473777e-12 3.712008405898879744e-12 9.622940072369482684e-13 1.384562239221038110e-12 6.086875276089694194e-14
1.900000000000000000e+01 1.435972641762457150e-12 2.337650275848302796e-12 4.711995488571561730e-13 1.002484394637696970e-12 4.453191016310081405e-14
2.000000000000000000e+01 1.404166451870345064e-12 1.752718868230294680e-12 4.578327344792789220e-13 1.032305781875117574e-12 3.814045681988546873e-14
2.100000000000000000e+01 1.173058588903583171e-12 2.315379772931424495e-12 3.099493686176354471e-13 4.571205195446964782e-13 4.313164249776810349e-14
2.200000000000000000e+01 7.649059771928448159e-13 1.453802330818730180e-12 2.239198493880141127e-13 8.071135105631657734e-13 2.310583219838408292e-14
2.300000000000000000e+01 6.611523371804900797e-13 1.426097455283984814e-12 2.903128683561965890e-13 4.353748499155603938e-13 2.078871492195353833e-14
