0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 3.646801478194989743e-08 6.407442623449926358e-08 0.000000000000000000e+00 4.145761183376731757e-08 0.000000000000000000e+00
2.000000000000000000e+00 1.176132905714211901e-09 1.835848990769483392e-09 5.658578358799209874e-09 1.336627867234200841e-09 3.410336395197715503e-10
3.000000000000000000e+00 6.604015561085759941e-10 4.766549561662261782e-10 8.237558360723423803e-10 2.907545240320314367e-10 6.606442976192161345e-11
4.000000000000000000e+00 5.194852787702392655e-10 2.918595315971398051e-10 6.399521765682876212e-10 9.495183679199172159e-11 1.424188280057919507e-10
5.000000000000000000e+00 9.054573960764067664e-11 1.969996945737952442e-10 3.225250735807973344e-10 9.819077705647167379e-11 1.620854478499006286e-11
6.000000000000000000e+00 6.241336303390538716e-11 5.954325895773035611e-11 1.881992173910445816e-10 1.331614922165060506e-11 1.354590485389991813e-11
7.000000000000000000e+00 3.727739866339248901e-11 3.539277493736075222e-11 4.181637585822987600e-11 2.316517908119328131e-11 5.310926837830795970e-12
8.000000000000000000e+00 2.121056144176797253e-11 3.607854871245354546e-11 2.272779477179407046e-11 1.493933286971988235e-11 2.814881038309102203e-12
9.000000000000000000e+00 9.524693357331299946e-12 2.427961361834051899e-11 2.473676734176695818e-11 8.374727589708389695e-12 3.292892244084994820e-12
1.000000000000000000e+01 4.581175872092321727e-12 1.719034610494673103e-11 2.091197069976192284e-11 3.455570063754142348e-12 1.525868434145071906e-12
1.100000000000000000e+01 4.911298351148371191e-12 9.425256895353789907e-12 2.107529782254225458e-11 2.437243851385953661e-12 5.925843292248341248e-13
1.200000000000000000e+01 3.221869594789745684e-12 3.452838974718638101e-12 8.893093830367319138e-12 2.513217652872057445e-12 8.996936077149459909e-13
1.300000000000000000e+01 3.983977660394219110e-12 3.782156768187606106e-12 5.223637791697927149e-12 2.001523396718804006e-12 3.599218322951903558e-13
1.400000000000000000e+01 2.541810824808425417e-12 3.199884378966482088e-12 4.837459440268915557e-12 1.350863545216545371e-12 6.004442545690593852e-13
1.500000000000000000e+01 1.150872517205260969e-12 2.632594387245662865e-12 3.778456567578628924e-12 1.075353298546600794e-12 2.639090172738613329e-13
1.600000000000000000e+01 1.023191005658491727e-12 2.290279116210439911e-12 2.029617883791823208e-12 5.573066983360160235e-13 2.398943157213321272e-13
1.700000000000000000e+01 9.830502457235855675e-13 2.029635591916633643e-12 2.576770334197219607e-12 5.564789265405039872e-13 1.809322751931213215e-13
1.800000000000000000e+01 1.024238056593998259e-12 1.087209001123133555e-12 1.935120168720382082e-12 4.051365811233413249e-13 1.330517345796579738e-13
1.900000000000000000e+01 7.701723491786076145e-13 9.811198499765441770e-13 1.714069841198588357e-12 2.839179179755947384e-13 1.221953174097767412e-13
2.000000000000000000e+01 7.205398387162820353e-13 7.415015601616523092e-13 1.323153936854296798e-12 2.534570296387440686e-13 1.658337861543528148e-13
2.100000000000000000e+01 3.182590210748886910e-13 6.197924699990923426e-13 1.322652020000852766e-12 2.755203959906958597e-13 9.235721919780326151e-14
2.200000000000000000e+01 2.617244757725234600e-13 5.845068455302400965e-13 7.939820842684316389e-13 1.864769605190671648e-13 4.027522969782867963e-14
2.300000000000000000e+01 4.691261906876772719e-13 4.558265657598702479e-13 7.306101262990560776e-13 1.486814266469307544e-13 7.007260419682654785e-14
2.400000000000000000e+01 3.040501720014473604e-13 3.995600094914946580e-13 7.384159875341734080e-13 1.864149320830911417e-13 4.155412396188988287e-14
2.500000000000000000e+01 1.931596526965886594e-13 4.735913073047416657e-13 4.523171688307388323e-13 1.452032918740102199e-13 4.716004485669391486e-14
2.600000000000000000e+01 1.469884924723149615e-13 3.791880524537039668e-13 4.507317793611629165e-13 1.505248956483570103e-13 4.147452465836609399e-14
2.700000000000000000e+01 1.454590259413109492e-13 2.602271240858012383e-13 3.412815867809523442e-13 8.298160287015775991e-14 3.446587298868756614e-14
2.800000000000000000e+01 1.546511783707957556e-13 1.978237984084733324e-13 3.281442778098304027e-13 8.890149370771140983e-14 2.201592459517078500e-14
2.900000000000000000e+01 1.090568270522544380e-13 2.361561408248313355e-13 2.543851185849598972e-13 7.128504962360920571e-14 1.679422785783022816e-14
3.000000000000000000e+01 1.017804292037917022e-13 2.392147386774258738e-13 2.876815601690189029e-13 7.977155795579322652e-14 2.515535828234403363e-14
3.100000000000000000e+01 1.008003024258681432e-13 1.564244555273708230e-13 2.610606566849711636e-13 6.985321629231962991e-14 1.995523729612119312e-14
3.200000000000000000e+01 7.531240886139769271e-14 1.415891646848726090e-13 2.016198353947748896e-13 6.282086954957323299e-14 1.452552299965008385e-14
3.300000000000000000e+01 9.474655306227022722e-14 1.469791329983319256e-13 1.899361107389046312e-13 4.466226147931664356e-14 1.062832287244919557e-14
3.400000000000000000e+01 6.204059252433901952e-14 1.109566254330286561e-13 1.904073631566218021e-13 2.584645585431063011e-14 1.054722315474434483e-14
3.500000000000000000e+01 5.085334687416431237e-14 9.206797438588071927e-14 1.292056742408006578e-13 2.783523720119888593e-14 8.963816650188930207e-15
3.600000000000000000e+01 4.627723509274339659e-14 8.641698061800971359e-14 1.340787473087422605e-13 3.870642089278903250e-14 1.199241406841221273e-14
3.700000000000000000e+01 4.260318471652529226e-14 8.166432118740746453e-14 1.280075806003723822e-13 4.314926585767545480e-14 8.864058088364100745e-15
3.800000000000000000e+01 4.964986245609638619e-14 7.338034912573898110e-14 9.407546305794751753e-14 2.314878869324798317e-14 7.237454915798094519e-15
3.900000000000000000e+01 4.122441741325244660e-14 7.581266760313611357e-14 1.074308480015772058e-13 2.013663220772050318e-14 7.508881974421840183e-15
4.000000000000000000e+01 3.399736212018192583e-14 5.816619344998879382e-14 7.291040059182331071e-14 2.011025180090528515e-14 5.201990925353298239e-15
4.100000000000000000e+01 3.050613746709566382e-14 5.333118161471256539e-14 5.708920037882401189e-14 1.927391044991729026e-14 5.814238389268069492e-15
4.200000000000000000e+01 3.080538473834419159e-14 5.636733645100598898e-14 7.171286952454119353e-14 1.651748710497659513e-14 3.918175108370996109e-15
4.300000000000000000e+01 2.857190688105705057e-14 5.855721291487344726e-14 6.096606095767853413e-14 1.793254613967089175e-14 4.349962146925306344e-15
4.400000000000000000e+01 2.163046776088806749e-14 3.447969762708926201e-14 5.223494542652320258e-14 1.505355478340779092e-14 4.514842920807436294e-15
4.500000000000000000e+01 2.158100361758032731e-14 3.165262680375382612e-14 4.518355840401562348e-14 1.583947826383948176e-14 4.022361864024196225e-15
4.600000000000000000e+01 2.453913106001759854e-14 3.476134644786809765e-14 4.330302503245947465e-14 1.435473318870363161e-14 3.491775979313349087e-15
4.700000000000000000e+01 2.232355865132889108e-14 3.093426227429273321e-14 4.396733251013002007e-14 9.168458752024409681e-15 3.085623066117435746e-15
4.800000000000000000e+01 2.133908320949235839e-14 3.514989127911547342e-14 3.389500850592035573e-14 9.200157039078891033e-15 3.691221120756974211e-15
4.900000000000000000e+01 1.663504572471696654e-14 2.295741443635526622e-14 3.410005600563981639e-14 9.867172763674436052e-15 3.479272707814452715e-15
5.000000000000000000e+01 1.832867928413757584e-14 3.354459183621784258e-14 4.046177292880941939e-14 7.472646042695553859e-15 2.515472485521428555e-15
5.100000000000000000e+01 1.954569600512294279e-14 2.573302992999213977e-14 3.002294813012983902e-14 8.739034191643403519e-15 3.080821164642887425e-15
5.200000000000000000e+01 1.172663407660752996e-14 2.551895604234620481e-14 3.352596173293727926e-14 9.597694948329563230e-15 2.072886835881368871e-15
5.300000000000000000e+01 1.522343613342133572e-14 2.254944226052687254e-14 3.019680718913637620e-14 8.427182040998665789e-15 2.329505170701512254e-15
5.400000000000000000e+01 1.073376123450490703e-14 1.657801083999689702e-14 2.825504672018210033e-14 7.776683873877458105e-15 1.921217365942652660e-15
5.500000000000000000e+01 1.320781648207240224e-14 1.614597729451846216e-14 2.082007346216115947e-14 7.556326374689259133e-15 1.648682994762341308e-15
5.600000000000000000e+01 8.706140423091686922e-15 1.634662868460860328e-14 2.825241232794067769e-14 6.679595805110320499e-15 2.134305858593213423e-15
5.700000000000000000e+01 9.016165592297765585e-15 1.548830541767844335e-14 2.134307917252218065e-14 6.363203230760422418e-15 1.892489074785395795e-15
5.800000000000000000e+01 8.230623290539747918e-15 1.186318762981648712e-14 1.817802345371644883e-14 4.832338767162621321e-15 1.499208060041414718e-15
5.900000000000000000e+01 8.234068717929465284e-15 1.706306723544576587e-14 1.436310534173711988e-14 4.678570729153660009e-15 1.636935298770859247e-15
6.000000000000000000e+01 7.014286502789291142e-15 1.501048084487519427e-14 1.464233233104465636e-14 5.245445884535428000e-15 1.273545906284731479e-15
6.100000000000000000e+01 6.067685523976777011e-15 1.042864081231076098e-14 1.497922272111963420e-14 4.239986759879783404e-15 1.299303986906090786e-15
6.200000000000000000e+01 6.786614871787921648e-15 1.204089016589540434e-14 1.521616071629954875e-14 3.875303773772383920e-15 1.327051186099221782e-15
6.300000000000000000e+01 5.834736429421583200e-15 9.498781468245184273e-15 1.479995260119168774e-14 3.770245769336612995e-15 1.062704332477656206e-15
6.400000000000000000e+01 5.125390151082158028e-15 1.078365256057930902e-14 1.251584151535362424e-14 3.465411753502894764e-15 8.163980280890538502e-16
6.500000000000000000e+01 5.186938994285333843e-15 1.107506082632730777e-14 1.013021526286245519e-14 3.940192432197500036e-15 8.062686709561980516e-16
